Director;Type;Characters;Genre;Location;Temporal collocation;Saga;Duration;First viewing;id;isChosen;gender;age;resp.id;ques;alt
Christopher Nolan;Animation film;Animals;Thriller;Europe;2022;No;2h;Platforms;3229;1;M;23;37;551;left
Christopher Nolan;Animation film;Animals;Science-fiction;Europe;End of the 19th century;No;2h;Cinema;1339;0;M;23;37;551;center
Tim Burton;Animation film;Humans;Thriller;Japan;End of the 19th century;No;2h;Cinema;1388;0;M;23;37;551;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;Yes;2h;Cinema;916;1;M;23;37;552;left
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;2h;Platforms;2786;0;M;23;37;552;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2022;Yes;1h 40min;Cinema;232;0;M;23;37;552;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;Yes;2h;Platforms;2734;0;M;23;37;553;left
Christopher Nolan;Animation film;Humans;Science-fiction;Europe;2022;Yes;1h 40min;Platforms;1909;1;M;23;37;553;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;No;1h 40min;Platforms;2373;0;M;23;37;553;right
Tim Burton;Animation film;Animals;Thriller;Mars;2022;Yes;2h;Cinema;1142;0;M;23;37;554;left
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;Yes;2h;Platforms;2671;1;M;23;37;554;center
Tim Burton;Live-action;Humans;Science-fiction;Europe;2022;Yes;2h;Platforms;2777;0;M;23;37;554;right
Steven Spielberg;Live-action;Humans;Thriller;United States of America;2022;Yes;1h 40min;Platforms;1896;1;M;23;37;555;left
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;Yes;1h 40min;Cinema;107;0;M;23;37;555;center
Steven Spielberg;Animation film;Animals;Thriller;United States of America;2022;Yes;2h;Platforms;2763;0;M;23;37;555;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Japan;2022;No;1h 40min;Platforms;2409;1;F;24;38;556;left
Tim Burton;Animation film;Humans;Thriller;Mars;2022;Yes;2h;Platforms;2864;0;F;24;38;556;center
Steven Spielberg;Live-action;Animals;Thriller;Mars;End of the 19th century;Yes;2h;Platforms;2730;0;F;24;38;556;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;United States of America;2022;Yes;2h;Cinema;1044;0;F;24;38;557;left
Steven Spielberg;Live-action;Humans;Thriller;Europe;2022;No;1h 40min;Platforms;2364;1;F;24;38;557;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;Yes;1h 40min;Cinema;251;0;F;24;38;557;right
Steven Spielberg;Animation film;Humans;Thriller;Europe;2100;Yes;1h 40min;Cinema;345;0;F;24;38;558;left
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;Yes;1h 40min;Cinema;50;1;F;24;38;558;center
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;2022;Yes;2h;Cinema;1087;0;F;24;38;558;right
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;2h;Platforms;2664;1;F;24;38;559;left
Steven Spielberg;Animation film;Animals;Thriller;Europe;End of the 19th century;Yes;1h 40min;Cinema;63;0;F;24;38;559;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;2h;Platforms;2661;0;F;24;38;559;right
Christopher Nolan;Animation film;Humans;Science-fiction;Mars;2100;Yes;1h 40min;Platforms;2125;1;F;24;38;560;left
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;United States of America;2100;No;2h;Cinema;1602;0;F;24;38;560;center
Christopher Nolan;Live-action;Humans;Science-fiction;Japan;2100;No;2h;Cinema;1660;0;F;24;38;560;right
Christopher Nolan;Animation film;Animals;Science-fiction;Mars;End of the 19th century;Yes;2h;Platforms;2707;0;F;24;38;561;left
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2100;Yes;2h;Cinema;1166;0;F;24;38;561;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;No;1h 40min;Cinema;504;1;F;24;38;561;right
Tim Burton;Live-action;Animals;Thriller;Europe;End of the 19th century;Yes;2h;Cinema;929;0;F;24;38;562;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;2h;Cinema;988;0;F;24;38;562;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;2100;Yes;1h 40min;Platforms;2088;1;F;24;38;562;right
Tim Burton;Animation film;Animals;Thriller;Europe;2100;Yes;1h 40min;Cinema;350;0;F;24;38;563;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2022;Yes;2h;Cinema;1096;0;F;24;38;563;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;1h 40min;Platforms;1926;1;F;24;38;563;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Mars;2022;Yes;1h 40min;Cinema;285;1;F;24;38;564;left
Christopher Nolan;Animation film;Animals;Science-fiction;Europe;2100;Yes;1h 40min;Platforms;2059;0;F;24;38;564;center
Steven Spielberg;Live-action;Animals;Thriller;United States of America;End of the 19th century;Yes;1h 40min;Cinema;30;0;F;24;38;564;right
Steven Spielberg;Animation film;Animals;Science-fiction;Mars;End of the 19th century;No;2h;Platforms;3141;1;F;24;38;565;left
Steven Spielberg;Live-action;Animals;Thriller;Europe;End of the 19th century;Yes;1h 40min;Platforms;1794;0;F;24;38;565;center
Steven Spielberg;Live-action;Animals;Science-fiction;Europe;2022;Yes;1h 40min;Cinema;192;0;F;24;38;565;right
Christopher Nolan;Live-action;Animals;Thriller;Japan;2100;No;2h;Cinema;1684;0;F;24;38;566;left
Steven Spielberg;Live-action;Humans;Thriller;United States of America;2100;No;1h 40min;Cinema;744;1;F;24;38;566;center
Tim Burton;Live-action;Humans;Science-fiction;Japan;2022;No;1h 40min;Cinema;653;0;F;24;38;566;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Japan;2100;No;2h;Cinema;1687;0;F;24;38;567;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;United States of America;2022;Yes;1h 40min;Platforms;1903;0;F;24;38;567;center
Tim Burton;Live-action;Humans;Science-fiction;Europe;2100;No;1h 40min;Platforms;2489;1;F;24;38;567;right
Tim Burton;Live-action;Humans;Thriller;United States of America;2100;Yes;1h 40min;Platforms;2039;0;F;24;38;568;left
Christopher Nolan;Live-action;Humans;Thriller;Japan;2100;Yes;2h;Platforms;2974;1;F;24;38;568;center
Tim Burton;Live-action;Humans;Thriller;Mars;2022;No;1h 40min;Cinema;707;0;F;24;38;568;right
Steven Spielberg;Live-action;Humans;Science-fiction;United States of America;2022;No;1h 40min;Platforms;2310;1;F;24;38;569;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;2h;Platforms;3183;0;F;24;38;569;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;Yes;2h;Cinema;1008;0;F;24;38;569;right
Steven Spielberg;Animation film;Humans;Thriller;Mars;2100;Yes;1h 40min;Cinema;417;0;F;24;38;570;left
Christopher Nolan;Animation film;Humans;Thriller;United States of America;2100;No;2h;Platforms;3331;1;F;24;38;570;center
Tim Burton;Live-action;Animals;Science-fiction;Japan;End of the 19th century;Yes;2h;Platforms;2675;0;F;24;38;570;right
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Mars;2100;No;1h 40min;Cinema;863;1;M;24;39;571;left
Tim Burton;Live-action;Humans;Thriller;United States of America;2100;No;2h;Cinema;1607;0;M;24;39;571;center
Steven Spielberg;Live-action;Animals;Science-fiction;Japan;End of the 19th century;No;1h 40min;Cinema;516;0;M;24;39;571;right
Tim Burton;Live-action;Animals;Thriller;Mars;2100;No;2h;Platforms;3449;0;M;24;39;572;left
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;No;2h;Cinema;1328;1;M;24;39;572;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Mars;2100;Yes;1h 40min;Platforms;2159;0;M;24;39;572;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Europe;2022;No;1h 40min;Platforms;2355;1;M;24;39;573;left
Christopher Nolan;Animation film;Humans;Science-fiction;Japan;End of the 19th century;Yes;2h;Platforms;2665;0;M;24;39;573;center
Tim Burton;Live-action;Animals;Thriller;Europe;2100;No;1h 40min;Platforms;2513;0;M;24;39;573;right
Tim Burton;Live-action;Animals;Thriller;Europe;End of the 19th century;Yes;1h 40min;Platforms;1793;0;M;24;39;574;left
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Mars;2022;Yes;2h;Platforms;2858;1;M;24;39;574;center
Christopher Nolan;Live-action;Animals;Thriller;United States of America;2022;No;1h 40min;Cinema;604;0;M;24;39;574;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;1h 40min;Cinema;69;0;M;24;39;575;left
Tim Burton;Animation film;Animals;Thriller;Japan;2100;No;2h;Platforms;3410;1;M;24;39;575;center
Steven Spielberg;Live-action;Humans;Thriller;Europe;2100;Yes;1h 40min;Cinema;348;0;M;24;39;575;right
Steven Spielberg;Live-action;Animals;Science-fiction;United States of America;2100;Yes;2h;Platforms;2892;0;M;24;39;576;left
Tim Burton;Animation film;Animals;Science-fiction;Mars;2022;No;1h 40min;Cinema;692;0;M;24;39;576;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;1h 40min;Platforms;1799;1;M;24;39;576;right
Tim Burton;Live-action;Animals;Science-fiction;Mars;2022;No;1h 40min;Platforms;2423;0;M;24;39;577;left
Tim Burton;Live-action;Animals;Science-fiction;Japan;2022;Yes;2h;Cinema;1091;0;M;24;39;577;center
Tim Burton;Animation film;Humans;Science-fiction;United States of America;End of the 19th century;Yes;2h;Cinema;866;1;M;24;39;577;right
Steven Spielberg;Live-action;Animals;Thriller;Europe;2100;No;2h;Platforms;3378;0;M;24;39;578;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Europe;2100;Yes;2h;Cinema;1219;1;M;24;39;578;center
Steven Spielberg;Animation film;Humans;Thriller;United States of America;2022;No;2h;Platforms;3189;0;M;24;39;578;right
Christopher Nolan;Live-action;Animals;Science-fiction;United States of America;2022;Yes;2h;Platforms;2746;0;M;24;39;579;left
Christopher Nolan;Live-action;Animals;Science-fiction;United States of America;2100;Yes;1h 40min;Platforms;2026;0;M;24;39;579;center
Christopher Nolan;Live-action;Animals;Science-fiction;Mars;2100;No;2h;Cinema;1702;1;M;24;39;579;right
Tim Burton;Animation film;Animals;Thriller;Europe;2022;No;1h 40min;Cinema;638;1;M;24;39;580;left
Tim Burton;Animation film;Animals;Thriller;United States of America;2100;No;1h 40min;Platforms;2474;0;M;24;39;580;center
Steven Spielberg;Live-action;Humans;Science-fiction;Mars;2022;Yes;1h 40min;Platforms;1986;0;M;24;39;580;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Japan;End of the 19th century;Yes;2h;Cinema;949;1;M;24;39;581;left
Christopher Nolan;Live-action;Animals;Thriller;United States of America;2022;Yes;1h 40min;Cinema;172;0;M;24;39;581;center
Steven Spielberg;Animation film;Animals;Science-fiction;United States of America;End of the 19th century;Yes;2h;Cinema;873;0;M;24;39;581;right
Steven Spielberg;Animation film;Animals;Thriller;Europe;2022;Yes;1h 40min;Cinema;207;0;M;24;39;582;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;Yes;1h 40min;Platforms;1759;0;M;24;39;582;center
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;No;1h 40min;Platforms;2411;1;M;24;39;582;right
Tim Burton;Live-action;Humans;Science-fiction;Mars;End of the 19th century;Yes;1h 40min;Platforms;1841;0;M;24;39;583;left
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Japan;2022;No;2h;Cinema;1544;1;M;24;39;583;center
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Europe;2100;Yes;2h;Cinema;1202;0;M;24;39;583;right
Tim Burton;Animation film;Humans;Science-fiction;Japan;2022;Yes;2h;Platforms;2810;1;M;24;39;584;left
Christopher Nolan;Live-action;Animals;Science-fiction;Europe;End of the 19th century;No;1h 40min;Platforms;2206;0;M;24;39;584;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;United States of America;2022;No;1h 40min;Platforms;2337;0;M;24;39;584;right
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2100;No;2h;Platforms;3401;1;M;24;39;585;left
Steven Spielberg;Live-action;Animals;Thriller;United States of America;2022;No;2h;Platforms;3198;0;M;24;39;585;center
Christopher Nolan;Live-action;Animals;Science-fiction;Mars;2100;Yes;2h;Cinema;1270;0;M;24;39;585;right
Tim Burton;Animation film;Humans;Thriller;United States of America;2100;Yes;2h;Cinema;1172;1;M;32;40;586;left
Christopher Nolan;Live-action;Animals;Thriller;United States of America;End of the 19th century;Yes;1h 40min;Platforms;1756;0;M;32;40;586;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;2100;No;1h 40min;Cinema;859;0;M;32;40;586;right
Steven Spielberg;Live-action;Animals;Science-fiction;United States of America;2100;No;2h;Cinema;1596;0;M;32;40;587;left
Steven Spielberg;Animation film;Humans;Science-fiction;Europe;End of the 19th century;Yes;1h 40min;Platforms;1767;1;M;32;40;587;center
Tim Burton;Animation film;Animals;Science-fiction;United States of America;2100;Yes;2h;Cinema;1160;0;M;32;40;587;right
Christopher Nolan;Animation film;Animals;Science-fiction;United States of America;2100;No;2h;Platforms;3319;0;M;32;40;588;left
Christopher Nolan;Animation film;Animals;Thriller;United States of America;End of the 19th century;No;1h 40min;Cinema;457;0;M;32;40;588;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;No;1h 40min;Platforms;2281;1;M;32;40;588;right
Tim Burton;Animation film;Humans;Thriller;Europe;2022;Yes;1h 40min;Platforms;1928;0;M;32;40;589;left
Christopher Nolan;Animation film;Animals;Thriller;United States of America;2100;No;1h 40min;Platforms;2473;0;M;32;40;589;center
Tim Burton;Live-action;Humans;Thriller;United States of America;2100;No;2h;Platforms;3335;1;M;32;40;589;right
Tim Burton;Live-action;Robots/androids/humanoids;Science-fiction;Mars;End of the 19th century;Yes;2h;Platforms;2717;0;M;32;40;590;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;United States of America;2100;No;1h 40min;Cinema;751;1;M;32;40;590;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2100;Yes;2h;Platforms;2934;0;M;32;40;590;right
Steven Spielberg;Animation film;Animals;Thriller;Mars;2022;Yes;2h;Platforms;2871;0;M;32;40;591;left
Steven Spielberg;Animation film;Humans;Science-fiction;Japan;2100;No;1h 40min;Cinema;795;1;M;32;40;591;center
Tim Burton;Animation film;Animals;Science-fiction;Europe;2100;No;1h 40min;Cinema;764;0;M;32;40;591;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;2h;Platforms;2788;0;M;32;40;592;left
Christopher Nolan;Animation film;Animals;Science-fiction;Europe;End of the 19th century;Yes;1h 40min;Cinema;43;0;M;32;40;592;center
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Japan;2100;Yes;1h 40min;Platforms;2119;1;M;32;40;592;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Japan;2022;No;1h 40min;Platforms;2409;1;M;32;40;593;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;Yes;2h;Cinema;1077;0;M;32;40;593;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Japan;2100;No;1h 40min;Cinema;828;0;M;32;40;593;right
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;2100;Yes;1h 40min;Platforms;2095;1;M;32;40;594;left
Steven Spielberg;Live-action;Humans;Thriller;Japan;2100;No;1h 40min;Cinema;816;0;M;32;40;594;center
Steven Spielberg;Animation film;Humans;Science-fiction;Japan;End of the 19th century;No;1h 40min;Platforms;2235;0;M;32;40;594;right
Christopher Nolan;Live-action;Humans;Science-fiction;Japan;2022;No;1h 40min;Platforms;2380;0;M;32;40;595;left
Christopher Nolan;Animation film;Humans;Thriller;Japan;2100;Yes;2h;Cinema;1243;0;M;32;40;595;center
Steven Spielberg;Animation film;Humans;Science-fiction;United States of America;2100;Yes;1h 40min;Cinema;291;1;M;32;40;595;right
Steven Spielberg;Animation film;Animals;Science-fiction;United States of America;2022;Yes;2h;Cinema;1017;0;M;32;40;596;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2100;Yes;2h;Cinema;1239;1;M;32;40;596;center
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;United States of America;End of the 19th century;No;2h;Platforms;3056;0;M;32;40;596;right
Tim Burton;Live-action;Humans;Science-fiction;Japan;End of the 19th century;Yes;2h;Platforms;2669;0;M;32;40;597;left
Steven Spielberg;Live-action;Humans;Science-fiction;Mars;2100;Yes;2h;Platforms;2994;1;M;32;40;597;center
Steven Spielberg;Animation film;Humans;Thriller;Mars;End of the 19th century;No;2h;Platforms;3153;0;M;32;40;597;right
Christopher Nolan;Live-action;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;No;2h;Cinema;1402;0;M;32;40;598;left
Steven Spielberg;Live-action;Humans;Thriller;United States of America;2100;No;2h;Platforms;3336;1;M;32;40;598;center
Tim Burton;Animation film;Animals;Science-fiction;United States of America;2022;No;1h 40min;Platforms;2312;0;M;32;40;598;right
Christopher Nolan;Live-action;Animals;Thriller;Mars;End of the 19th century;No;2h;Platforms;3160;0;M;32;40;599;left
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;Yes;2h;Platforms;2696;0;M;32;40;599;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;2h;Cinema;1062;1;M;32;40;599;right
Christopher Nolan;Animation film;Humans;Science-fiction;United States of America;End of the 19th century;Yes;1h 40min;Platforms;1729;1;M;32;40;600;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Japan;End of the 19th century;Yes;2h;Cinema;969;0;M;32;40;600;center
Christopher Nolan;Live-action;Animals;Science-fiction;Europe;2022;Yes;2h;Cinema;1054;0;M;32;40;600;right
Christopher Nolan;Animation film;Animals;Thriller;Japan;2100;Yes;1h 40min;Platforms;2113;0;F;32;41;601;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;No;2h;Cinema;1507;1;F;32;41;601;center
Steven Spielberg;Live-action;Humans;Science-fiction;United States of America;2022;No;2h;Platforms;3174;0;F;32;41;601;right
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;Mars;End of the 19th century;Yes;1h 40min;Cinema;139;1;F;32;41;602;left
Christopher Nolan;Live-action;Animals;Science-fiction;Europe;2100;Yes;2h;Platforms;2926;0;F;32;41;602;center
Tim Burton;Live-action;Animals;Thriller;Mars;2022;Yes;2h;Cinema;1145;0;F;32;41;602;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2100;No;2h;Cinema;1599;1;F;32;41;603;left
Steven Spielberg;Animation film;Animals;Science-fiction;United States of America;2022;No;1h 40min;Cinema;585;0;F;32;41;603;center
Christopher Nolan;Live-action;Animals;Science-fiction;Mars;2100;Yes;1h 40min;Cinema;406;0;F;32;41;603;right
Steven Spielberg;Live-action;Humans;Science-fiction;United States of America;2100;No;1h 40min;Cinema;726;0;F;32;41;604;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Mars;2022;No;1h 40min;Platforms;2445;1;F;32;41;604;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;Europe;End of the 19th century;Yes;1h 40min;Cinema;72;0;F;32;41;604;right
Christopher Nolan;Live-action;Animals;Thriller;Japan;End of the 19th century;No;1h 40min;Cinema;532;0;F;32;41;605;left
Steven Spielberg;Animation film;Animals;Science-fiction;Japan;2100;Yes;1h 40min;Cinema;369;1;F;32;41;605;center
Christopher Nolan;Live-action;Animals;Thriller;Mars;End of the 19th century;Yes;2h;Platforms;2728;0;F;32;41;605;right
Christopher Nolan;Live-action;Animals;Thriller;United States of America;2100;Yes;2h;Cinema;1180;0;F;32;41;606;left
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Japan;2022;No;2h;Cinema;1528;1;F;32;41;606;center
Christopher Nolan;Animation film;Animals;Science-fiction;Japan;End of the 19th century;No;2h;Cinema;1375;0;F;32;41;606;right
Christopher Nolan;Live-action;Humans;Thriller;Europe;2022;Yes;1h 40min;Cinema;202;0;F;32;41;607;left
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Japan;2022;No;2h;Cinema;1547;0;F;32;41;607;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;No;2h;Platforms;3237;1;F;32;41;607;right
Christopher Nolan;Animation film;Humans;Science-fiction;Mars;2100;Yes;1h 40min;Cinema;397;0;F;32;41;608;left
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2022;Yes;2h;Cinema;1094;0;F;32;41;608;center
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2022;No;2h;Cinema;1526;1;F;32;41;608;right
Tim Burton;Live-action;Animals;Thriller;Mars;2100;No;2h;Cinema;1721;0;F;32;41;609;left
Tim Burton;Live-action;Animals;Thriller;United States of America;2022;No;2h;Platforms;3197;0;F;32;41;609;center
Christopher Nolan;Live-action;Robots/androids/humanoids;Science-fiction;Europe;End of the 19th century;No;2h;Platforms;3076;1;F;32;41;609;right
Steven Spielberg;Animation film;Animals;Science-fiction;Japan;End of the 19th century;Yes;2h;Platforms;2673;0;F;32;41;610;left
Steven Spielberg;Animation film;Humans;Science-fiction;Europe;2100;No;2h;Cinema;1623;1;F;32;41;610;center
Tim Burton;Live-action;Humans;Science-fiction;United States of America;End of the 19th century;Yes;2h;Platforms;2597;0;F;32;41;610;right
Steven Spielberg;Animation film;Humans;Thriller;Europe;2022;No;2h;Platforms;3225;0;F;32;41;611;left
Steven Spielberg;Live-action;Animals;Science-fiction;United States of America;2100;No;1h 40min;Platforms;2460;0;F;32;41;611;center
Steven Spielberg;Live-action;Robots/androids/humanoids;Thriller;United States of America;2100;Yes;2h;Cinema;1188;1;F;32;41;611;right
Tim Burton;Animation film;Humans;Science-fiction;United States of America;2022;Yes;2h;Platforms;2738;0;F;32;41;612;left
Christopher Nolan;Live-action;Animals;Thriller;Mars;2022;Yes;1h 40min;Platforms;2008;0;F;32;41;612;center
Tim Burton;Animation film;Robots/androids/humanoids;Science-fiction;Japan;2022;Yes;1h 40min;Platforms;1958;1;F;32;41;612;right
Christopher Nolan;Live-action;Humans;Science-fiction;Japan;2100;No;2h;Cinema;1660;0;F;32;41;613;left
Christopher Nolan;Animation film;Robots/androids/humanoids;Thriller;United States of America;2100;Yes;2h;Platforms;2911;1;F;32;41;613;center
Steven Spielberg;Live-action;Humans;Thriller;Europe;End of the 19th century;No;2h;Platforms;3084;0;F;32;41;613;right
Christopher Nolan;Animation film;Animals;Science-fiction;United States of America;2100;Yes;1h 40min;Cinema;295;0;F;32;41;614;left
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;End of the 19th century;No;1h 40min;Cinema;447;1;F;32;41;614;center
Steven Spielberg;Live-action;Humans;Thriller;United States of America;2100;No;1h 40min;Cinema;744;0;F;32;41;614;right
Christopher Nolan;Live-action;Animals;Thriller;Mars;End of the 19th century;Yes;2h;Cinema;1000;0;F;32;41;615;left
Christopher Nolan;Live-action;Humans;Science-fiction;Mars;End of the 19th century;Yes;1h 40min;Cinema;112;1;F;32;41;615;center
Tim Burton;Animation film;Humans;Science-fiction;Europe;2100;Yes;2h;Cinema;1190;0;F;32;41;615;right
Steven Spielberg;Animation film;Humans;Science-fiction;Mars;End of the 19th century;Yes;2h;Platforms;2703;0;F;25;42;616;left
Steven Spielberg;Live-action;Humans;Science-fiction;United States of America;2100;No;2h;Cinema;1590;0;F;25;42;616;center
Steven Spielberg;Animation film;Humans;Science-fiction;United States of America;2022;No;2h;Cinema;1443;1;F;25;42;616;right
Tim Burton;Animation film;Animals;Science-fiction;United States of America;2100;Yes;1h 40min;Platforms;2024;0;F;25;42;617;left
Tim Burton;Animation film;Robots/androids/humanoids;Thriller;Europe;2022;Yes;2h;Platforms;2804;0;F;25;42;617;center
Steven Spielberg;Animation film;Humans;Thriller;Europe;2100;Yes;1h 40min;Platforms;2073;1;F;25;42;617;right
Christopher Nolan;Live-action;Animals;Science-fiction;Japan;2100;Yes;1h 40min;Cinema;370;0;F;25;42;618;left
Steven Spielberg;Live-action;Animals;Thriller;Mars;2022;Yes;2h;Platforms;2874;0;F;25;42;618;center
Tim Burton;Live-action;Humans;Science-fiction;Europe;2022;No;1h 40min;Platforms;2345;1;F;25;42;618;right
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;Europe;2022;Yes;1h 40min;Cinema;195;0;F;25;42;619;left
Christopher Nolan;Live-action;Humans;Thriller;Japan;End of the 19th century;No;1h 40min;Cinema;526;0;F;25;42;619;center
Christopher Nolan;Live-action;Humans;Science-fiction;Mars;2100;No;2h;Platforms;3424;1;F;25;42;619;right
Christopher Nolan;Live-action;Humans;Thriller;United States of America;2022;Yes;2h;Platforms;2758;0;F;25;42;620;left
Tim Burton;Live-action;Robots/androids/humanoids;Thriller;Europe;2100;No;2h;Cinema;1655;0;F;25;42;620;center
Steven Spielberg;Animation film;Robots/androids/humanoids;Science-fiction;United States of America;2022;No;1h 40min;Cinema;591;1;F;25;42;620;right
Steven Spielberg;Live-action;Humans;Thriller;United States of America;2022;No;1h 40min;Platforms;2328;1;F;25;42;621;left
Tim Burton;Animation film;Animals;Thriller;Mars;End of the 19th century;No;2h;Cinema;1430;0;F;25;42;621;center
Tim Burton;Animation film;Humans;Thriller;United States of America;2100;Yes;1h 40min;Cinema;308;0;F;25;42;621;right
Steven Spielberg;Live-action;Humans;Science-fiction;Mars;End of the 19th century;No;2h;Cinema;1410;0;F;25;42;622;left
Tim Burton;Animation film;Humans;Thriller;Mars;2022;Yes;1h 40min;Platforms;2000;0;F;25;42;622;center
Christopher Nolan;Animation film;Humans;Thriller;Europe;End of the 19th century;Yes;1h 40min;Platforms;1783;1;F;25;42;622;right
Tim Burton;Live-action;Humans;Science-fiction;Europe;2022;Yes;2h;Cinema;1049;0;F;25;42;623;left
Tim Burton;Animation film;Humans;Science-fiction;Europe;End of the 19th century;No;1h 40min;Platforms;2198;0;F;25;42;623;center
Christopher Nolan;Live-action;Animals;Science-fiction;United States of America;End of the 19th century;No;2h;Cinema;1306;1;F;25;42;623;right
Christopher Nolan;Live-action;Animals;Science-fiction;United States of America;2022;Yes;1h 40min;Platforms;1882;1;F;25;42;624;left
Tim Burton;Animation film;Humans;Science-fiction;Japan;2022;Yes;2h;Platforms;2810;0;F;25;42;624;center
Christopher Nolan;Live-action;Humans;Science-fiction;Mars;End of the 19th century;No;1h 40min;Platforms;2272;0;F;25;42;624;right
Tim Burton;Live-action;Humans;Thriller;United States of America;2022;Yes;2h;Cinema;1031;0;F;25;42;625;left
Christopher Nolan;Animation film;Animals;Science-fiction;Europe;End of the 19th century;No;1h 40min;Platforms;2203;1;F;25;42;625;center
